date,home_team,away_team,home_score,away_score,tournament,neutral
2023-06-15,Brazil,DR Congo,4,0,Friendly,0
2023-06-16,Brazil,Portugal,2,0,Friendly,0
2023-06-17,South Korea,Canada,3,2,Qualifiers,0
2023-06-17,Croatia,Austria,5,0,Friendly,0
2023-06-19,Switzerland,Scotland,1,0,Continental Cup,1
2023-06-21,Ivory Coast,South Korea,2,0,Qualifiers,1
2023-06-21,USA,Croatia,1,0,Qualifiers,1
2023-06-22,Haiti,Portugal,0,4,Qualifiers,0
2023-06-22,Canada,Germany,3,0,Qualifiers,0
2023-06-24,Bosnia and Herzegovina,Mexico,1,0,Friendly,0
2023-06-25,New Zealand,Portugal,0,1,Friendly,1
2023-06-25,Colombia,Norway,0,1,Continental Cup,1
2023-06-26,Curaçao,Belgium,1,0,FIFA World Cup,1
2023-06-27,Germany,Paraguay,0,1,Friendly,1
2023-06-30,Norway,Haiti,2,0,Friendly,1
2023-07-01,Japan,New Zealand,1,2,Qualifiers,1
2023-07-02,Ghana,DR Congo,0,0,Qualifiers,1
2023-07-03,South Korea,Algeria,1,2,Qualifiers,1
2023-07-04,Germany,Brazil,3,0,Friendly,0
2023-07-05,Ghana,Colombia,0,1,Qualifiers,1
2023-07-07,Canada,Ecuador,2,1,Continental Cup,1
2023-07-07,Tunisia,Morocco,1,4,Qualifiers,1
2023-07-09,Spain,Iraq,3,0,FIFA World Cup,1
2023-07-09,Saudi Arabia,Colombia,2,2,Qualifiers,0
2023-07-09,Switzerland,Egypt,2,2,Qualifiers,1
2023-07-10,Morocco,Senegal,1,1,Qualifiers,1
2023-07-11,Spain,Czechia,3,3,Friendly,1
2023-07-12,Algeria,Qatar,1,3,Continental Cup,1
2023-07-12,South Africa,Uzbekistan,2,0,Friendly,0
2023-07-13,Türkiye,Uruguay,0,5,Qualifiers,0
2023-07-14,Cape Verde,New Zealand,0,0,Continental Cup,1
2023-07-15,Egypt,Paraguay,5,0,Qualifiers,1
2023-07-15,Egypt,Portugal,1,1,Continental Cup,1
2023-07-20,Japan,New Zealand,2,0,Qualifiers,0
2023-07-21,Mexico,DR Congo,1,1,Continental Cup,1
2023-07-21,Sweden,Brazil,1,5,Qualifiers,1
2023-07-23,Curaçao,Morocco,0,3,Friendly,1
2023-07-24,Portugal,Scotland,3,0,Qualifiers,1
2023-07-25,Spain,Norway,2,3,Qualifiers,0
2023-07-25,Croatia,Cape Verde,2,2,Qualifiers,1
2023-07-25,Belgium,Saudi Arabia,1,1,Qualifiers,1
2023-07-26,Switzerland,Türkiye,2,3,Continental Cup,1
2023-07-26,Belgium,Ivory Coast,0,0,Qualifiers,0
2023-07-27,Haiti,Canada,1,4,Qualifiers,1
2023-07-27,Ghana,Sweden,2,2,Continental Cup,1
2023-07-27,DR Congo,Scotland,2,3,Friendly,0
2023-07-28,Netherlands,USA,0,1,Qualifiers,1
2023-07-29,Jordan,Mexico,1,4,Continental Cup,1
2023-07-30,Iraq,Morocco,1,1,Friendly,0
2023-07-30,Morocco,Argentina,0,2,FIFA World Cup,1
2023-07-30,Jordan,South Africa,1,3,Qualifiers,1
2023-08-02,Japan,Panama,2,1,Qualifiers,1
2023-08-02,Argentina,Switzerland,1,1,Qualifiers,1
2023-08-03,Colombia,Iraq,1,2,Qualifiers,1
2023-08-04,Jordan,Egypt,1,1,Continental Cup,1
2023-08-05,Uruguay,Bosnia and Herzegovina,0,0,Friendly,1
2023-08-05,Australia,Norway,0,2,Qualifiers,1
2023-08-09,Czechia,South Korea,0,0,Qualifiers,1
2023-08-10,Iraq,Portugal,1,1,Continental Cup,1
2023-08-10,Croatia,Panama,0,1,Friendly,1
2023-08-11,Haiti,Sweden,0,2,Friendly,1
2023-08-11,USA,South Africa,1,0,Qualifiers,1
2023-08-14,Belgium,Haiti,3,1,Qualifiers,0
2023-08-14,New Zealand,Brazil,2,1,Continental Cup,1
2023-08-16,Australia,Bosnia and Herzegovina,3,0,Continental Cup,1
2023-08-16,Japan,Croatia,1,1,Continental Cup,1
2023-08-17,Belgium,Spain,0,2,Qualifiers,1
2023-08-17,Curaçao,Iraq,0,0,Friendly,1
2023-08-18,Cape Verde,Belgium,2,2,Friendly,0
2023-08-19,Uruguay,Türkiye,0,1,Friendly,0
2023-08-19,Morocco,Algeria,4,0,Friendly,1
2023-08-20,Czechia,Portugal,2,0,Qualifiers,1
2023-08-21,Belgium,Japan,4,2,FIFA World Cup,1
2023-08-25,Cape Verde,Belgium,0,1,Qualifiers,1
2023-08-26,Saudi Arabia,Germany,4,3,FIFA World Cup,1
2023-08-27,Norway,New Zealand,1,0,Friendly,0
2023-08-28,Australia,Netherlands,0,0,Continental Cup,1
2023-08-30,Croatia,Mexico,4,0,Qualifiers,0
2023-08-30,Türkiye,Argentina,1,0,Friendly,0
2023-08-30,Sweden,Cape Verde,1,4,Qualifiers,1
2023-08-31,South Africa,Croatia,0,2,Qualifiers,0
2023-08-31,Haiti,France,0,0,Continental Cup,1
2023-09-01,Portugal,Panama,3,0,Continental Cup,1
2023-09-01,Canada,Ghana,2,4,Continental Cup,1
2023-09-01,Saudi Arabia,Egypt,0,2,Qualifiers,1
2023-09-01,Switzerland,Ecuador,0,0,Friendly,1
2023-09-02,Jordan,Ecuador,3,3,Qualifiers,0
2023-09-02,Brazil,Tunisia,4,1,Continental Cup,1
2023-09-02,Argentina,DR Congo,4,0,Qualifiers,0
2023-09-03,Japan,Ecuador,0,4,Qualifiers,1
2023-09-04,Panama,Brazil,0,1,Continental Cup,1
2023-09-05,Germany,Colombia,1,2,Friendly,0
2023-09-07,DR Congo,Ecuador,3,2,Continental Cup,1
2023-09-08,South Korea,Switzerland,2,0,Qualifiers,1
2023-09-10,Netherlands,Brazil,4,0,Continental Cup,1
2023-09-11,Morocco,Ivory Coast,0,2,Continental Cup,1
2023-09-13,Saudi Arabia,Iran,0,3,Friendly,1
2023-09-13,Saudi Arabia,Canada,1,2,Qualifiers,1
2023-09-15,New Zealand,Croatia,0,4,Friendly,1
2023-09-16,Türkiye,Saudi Arabia,4,0,FIFA World Cup,1
2023-09-17,Iran,Sweden,1,4,Continental Cup,1
2023-09-18,Qatar,Algeria,0,1,Continental Cup,1
2023-09-18,DR Congo,Portugal,2,1,Qualifiers,1
2023-09-18,Qatar,Uruguay,1,0,Qualifiers,0
2023-09-19,Qatar,Egypt,1,1,Continental Cup,1
2023-09-19,Egypt,New Zealand,1,1,Continental Cup,1
2023-09-20,Austria,South Africa,3,0,Continental Cup,1
2023-09-21,Ghana,Cape Verde,2,2,Continental Cup,1
2023-09-21,Jordan,Iran,0,0,Qualifiers,1
2023-09-21,Uruguay,France,1,2,Friendly,1
2023-09-23,Uruguay,Argentina,2,3,Continental Cup,1
2023-09-23,Austria,Croatia,1,2,Qualifiers,1
2023-09-24,Türkiye,Mexico,4,3,Friendly,0
2023-09-26,Canada,Portugal,1,1,Continental Cup,1
2023-09-26,Tunisia,Curaçao,0,4,FIFA World Cup,1
2023-09-27,Japan,England,2,1,Qualifiers,0
2023-09-27,USA,Netherlands,1,0,Qualifiers,1
2023-09-28,Croatia,Argentina,1,2,Qualifiers,1
2023-09-30,Panama,South Korea,1,3,Qualifiers,0
2023-10-03,Norway,Iran,1,2,Continental Cup,1
2023-10-04,Argentina,Norway,1,3,Qualifiers,0
2023-10-05,Egypt,Tunisia,1,2,Friendly,1
2023-10-05,Uruguay,Curaçao,2,2,Continental Cup,1
2023-10-06,Spain,Paraguay,1,2,Friendly,0
2023-10-06,Senegal,Paraguay,0,1,Qualifiers,1
2023-10-08,Qatar,Austria,1,2,Qualifiers,1
2023-10-09,Uruguay,Mexico,4,2,Continental Cup,1
2023-10-10,Germany,Algeria,1,1,Friendly,0
2023-10-11,Cape Verde,Belgium,1,1,Friendly,1
2023-10-13,Ecuador,New Zealand,0,0,Friendly,1
2023-10-13,Brazil,Netherlands,0,4,Friendly,1
2023-10-15,Argentina,New Zealand,0,1,Continental Cup,1
2023-10-17,DR Congo,Spain,2,0,Friendly,0
2023-10-18,Ivory Coast,England,2,3,Continental Cup,1
2023-10-21,Ghana,Ivory Coast,0,1,Continental Cup,1
2023-10-21,Croatia,Uruguay,0,3,Qualifiers,1
2023-10-21,France,Panama,0,0,Continental Cup,1
2023-10-22,Bosnia and Herzegovina,DR Congo,1,3,Friendly,0
2023-10-23,South Korea,Iran,4,1,Friendly,0
2023-10-26,Paraguay,Qatar,0,0,Friendly,0
2023-10-26,Qatar,Uzbekistan,1,2,Friendly,1
2023-10-27,Algeria,Spain,2,3,Friendly,1
2023-10-28,Haiti,Senegal,0,3,Friendly,0
2023-10-30,Tunisia,Haiti,1,1,Continental Cup,1
2023-10-30,USA,Croatia,0,0,Continental Cup,1
2023-10-30,Scotland,Senegal,1,2,Qualifiers,1
2023-11-01,England,Curaçao,1,1,FIFA World Cup,1
2023-11-02,Scotland,Spain,2,2,Friendly,0
2023-11-02,South Africa,Qatar,2,2,Qualifiers,0
2023-11-04,Saudi Arabia,Senegal,2,3,Qualifiers,1
2023-11-04,Jordan,Qatar,1,1,Continental Cup,1
2023-11-04,Jordan,Colombia,2,3,Friendly,1
2023-11-05,DR Congo,USA,1,1,Qualifiers,0
2023-11-05,DR Congo,France,0,0,Friendly,0
2023-11-06,Paraguay,Qatar,3,0,FIFA World Cup,1
2023-11-07,Tunisia,Iraq,0,3,Continental Cup,1
2023-11-07,Iraq,Sweden,1,3,Qualifiers,1
2023-11-07,Senegal,Tunisia,3,1,Friendly,1
2023-11-08,England,Haiti,3,0,Continental Cup,1
2023-11-09,Belgium,Uruguay,3,3,Qualifiers,1
2023-11-09,Tunisia,Portugal,1,3,Friendly,1
2023-11-10,New Zealand,Ghana,1,1,Continental Cup,1
2023-11-10,Algeria,Ivory Coast,1,0,Continental Cup,1
2023-11-11,Tunisia,Bosnia and Herzegovina,2,3,Friendly,1
2023-11-11,Uzbekistan,Colombia,0,1,Friendly,0
2023-11-12,Qatar,Tunisia,2,0,Friendly,1
2023-11-12,Canada,Curaçao,0,3,Qualifiers,1
2023-11-12,Bosnia and Herzegovina,USA,1,0,FIFA World Cup,1
2023-11-13,Austria,Canada,2,2,Qualifiers,1
2023-11-13,Switzerland,Norway,3,4,Qualifiers,1
2023-11-13,Ivory Coast,Algeria,3,2,Qualifiers,0
2023-11-20,Argentina,Bosnia and Herzegovina,2,1,Continental Cup,1
2023-11-21,Senegal,Spain,0,1,Continental Cup,1
2023-11-21,Croatia,Brazil,2,0,Qualifiers,1
2023-11-21,England,Bosnia and Herzegovina,4,0,Qualifiers,1
2023-11-22,Iran,Senegal,0,1,Qualifiers,0
2023-11-23,New Zealand,Canada,2,3,Qualifiers,0
2023-11-25,New Zealand,Scotland,2,0,Qualifiers,1
2023-11-26,Paraguay,Morocco,0,1,Qualifiers,0
2023-11-27,Curaçao,Czechia,2,6,Friendly,0
2023-11-27,Jordan,Croatia,0,2,Qualifiers,0
2023-11-29,Ghana,Austria,1,0,Continental Cup,1
2023-12-03,Switzerland,Paraguay,2,0,Friendly,1
2023-12-03,Saudi Arabia,Croatia,1,1,Qualifiers,1
2023-12-06,Egypt,Ecuador,2,0,Qualifiers,1
2023-12-07,Uzbekistan,Ivory Coast,1,0,Qualifiers,0
2023-12-10,Qatar,Morocco,0,0,Friendly,0
2023-12-10,Egypt,Netherlands,0,2,Qualifiers,1
2023-12-10,Spain,France,2,0,Continental Cup,1
2023-12-13,Germany,Jordan,4,0,Friendly,1
2023-12-14,Qatar,Uruguay,0,1,FIFA World Cup,1
2023-12-15,DR Congo,Spain,1,0,Continental Cup,1
2023-12-16,USA,Iran,1,1,Friendly,0
2023-12-16,Colombia,Haiti,2,3,FIFA World Cup,1
2023-12-17,Switzerland,Haiti,1,1,Qualifiers,0
2023-12-18,Portugal,Norway,0,1,Continental Cup,1
2023-12-20,England,Canada,4,2,Friendly,0
2023-12-22,DR Congo,Curaçao,1,1,Friendly,1
2023-12-25,Türkiye,Saudi Arabia,4,1,Friendly,1
2023-12-28,Ivory Coast,France,0,0,Friendly,0
2023-12-29,Australia,Panama,2,1,Qualifiers,1
2023-12-29,Paraguay,Haiti,1,0,Friendly,0
2023-12-30,Senegal,Netherlands,2,2,Qualifiers,1
2024-01-03,Iraq,DR Congo,1,1,Friendly,1
2024-01-03,Sweden,Morocco,2,2,Friendly,0
2024-01-04,Germany,Türkiye,2,1,Friendly,0
2024-01-05,USA,Spain,1,2,Friendly,0
2024-01-05,Scotland,Qatar,2,2,Friendly,1
2024-01-06,Belgium,Switzerland,1,2,Qualifiers,0
2024-01-06,Croatia,Canada,1,1,Friendly,0
2024-01-06,Netherlands,South Korea,1,2,Friendly,1
2024-01-07,Saudi Arabia,Iraq,4,1,Continental Cup,1
2024-01-07,South Africa,Japan,0,4,Qualifiers,1
2024-01-09,France,Mexico,1,2,Continental Cup,1
2024-01-10,Norway,Curaçao,2,1,Qualifiers,1
2024-01-12,Egypt,England,1,4,Qualifiers,0
2024-01-15,DR Congo,Ecuador,0,2,Continental Cup,1
2024-01-17,USA,South Korea,1,2,Qualifiers,1
2024-01-17,Uzbekistan,Haiti,3,4,Qualifiers,0
2024-01-18,USA,Scotland,2,0,Friendly,1
2024-01-19,France,Bosnia and Herzegovina,2,0,FIFA World Cup,1
2024-01-20,Austria,DR Congo,0,1,Friendly,0
2024-01-22,Tunisia,Belgium,2,1,Continental Cup,1
2024-01-22,Ghana,Panama,2,1,Qualifiers,0
2024-01-23,Sweden,Senegal,1,1,Qualifiers,1
2024-01-23,Tunisia,Austria,2,1,Qualifiers,1
2024-01-23,Belgium,Colombia,1,2,Friendly,0
2024-01-24,Germany,Mexico,1,7,Continental Cup,1
2024-01-25,Paraguay,Mexico,1,0,Qualifiers,1
2024-01-25,England,Jordan,3,0,Friendly,1
2024-01-26,Argentina,Spain,2,0,Qualifiers,0
2024-01-28,Iran,Czechia,3,0,Qualifiers,1
2024-02-01,Egypt,Saudi Arabia,1,0,Friendly,1
2024-02-01,Belgium,Portugal,2,1,Qualifiers,1
2024-02-03,Croatia,Austria,1,2,Friendly,0
2024-02-05,Australia,Ecuador,0,0,Qualifiers,1
2024-02-05,Australia,England,0,3,Qualifiers,1
2024-02-06,Algeria,Curaçao,1,1,Qualifiers,1
2024-02-07,Iran,Colombia,2,1,Friendly,0
2024-02-07,Czechia,Jordan,1,1,Continental Cup,1
2024-02-08,DR Congo,Uruguay,1,3,Qualifiers,1
2024-02-08,Jordan,Switzerland,1,1,Qualifiers,0
2024-02-08,Uruguay,Uzbekistan,2,1,Qualifiers,1
2024-02-09,Spain,Türkiye,0,0,Qualifiers,1
2024-02-09,Jordan,Saudi Arabia,0,3,Qualifiers,0
2024-02-09,Uzbekistan,DR Congo,2,0,Continental Cup,1
2024-02-11,Uzbekistan,Argentina,0,2,Continental Cup,1
2024-02-12,Ivory Coast,Senegal,1,2,Friendly,1
2024-02-13,Algeria,Morocco,0,0,Continental Cup,1
2024-02-13,Paraguay,England,0,2,Qualifiers,0
2024-02-14,Egypt,Qatar,1,1,Friendly,1
2024-02-15,Egypt,Norway,2,1,Qualifiers,1
2024-02-15,DR Congo,Spain,0,3,Qualifiers,1
2024-02-17,Egypt,Mexico,1,4,Qualifiers,0
2024-02-18,South Korea,Germany,1,0,FIFA World Cup,1
2024-02-18,Senegal,France,2,0,Qualifiers,0
2024-02-20,DR Congo,South Africa,0,1,Qualifiers,1
2024-02-21,England,Türkiye,4,0,Qualifiers,1
2024-02-23,Sweden,Morocco,1,1,Qualifiers,0
2024-02-23,Bosnia and Herzegovina,Algeria,2,1,Qualifiers,0
2024-02-24,USA,Cape Verde,1,1,Qualifiers,0
2024-02-25,Canada,Curaçao,0,2,Continental Cup,1
2024-02-25,Czechia,Curaçao,1,0,Qualifiers,1
2024-02-26,Curaçao,Saudi Arabia,0,2,Friendly,1
2024-02-26,Scotland,Canada,1,3,Friendly,0
2024-02-27,Türkiye,Curaçao,1,2,Qualifiers,1
2024-02-27,Sweden,Türkiye,1,0,Continental Cup,1
2024-02-28,Germany,DR Congo,3,2,Continental Cup,1
2024-02-28,Spain,Senegal,2,0,Qualifiers,0
2024-03-03,Morocco,Paraguay,0,0,Qualifiers,0
2024-03-04,New Zealand,Jordan,1,5,Qualifiers,0
2024-03-05,Mexico,Türkiye,3,1,Qualifiers,0
2024-03-08,Ghana,Senegal,3,2,Friendly,1
2024-03-08,Panama,New Zealand,1,2,Qualifiers,0
2024-03-08,Belgium,Panama,3,1,Continental Cup,1
2024-03-09,Colombia,Jordan,3,1,Continental Cup,1
2024-03-09,Czechia,Canada,0,2,FIFA World Cup,1
2024-03-09,Netherlands,Brazil,2,3,Qualifiers,0
2024-03-12,Qatar,DR Congo,0,1,Friendly,0
2024-03-13,Tunisia,Germany,2,4,Friendly,1
2024-03-16,Morocco,Netherlands,1,0,Friendly,1
2024-03-16,Japan,Cape Verde,2,0,Friendly,0
2024-03-16,Qatar,Scotland,2,3,Qualifiers,1
2024-03-17,Argentina,South Africa,0,1,Qualifiers,1
2024-03-18,Brazil,Czechia,1,0,Continental Cup,1
2024-03-20,Portugal,Cape Verde,1,1,Continental Cup,1
2024-03-21,Austria,Egypt,2,0,Continental Cup,1
2024-03-21,France,Bosnia and Herzegovina,4,0,FIFA World Cup,1
2024-03-22,Australia,Egypt,1,2,FIFA World Cup,1
2024-03-23,DR Congo,Tunisia,2,0,Friendly,0
2024-03-23,USA,Argentina,2,1,Friendly,0
2024-03-24,Paraguay,Spain,2,2,Qualifiers,0
2024-03-25,DR Congo,Algeria,0,2,Qualifiers,0
2024-03-25,USA,France,2,0,Continental Cup,1
2024-03-26,England,Tunisia,0,0,FIFA World Cup,1
2024-03-27,Spain,Croatia,2,1,Qualifiers,1
2024-03-27,Argentina,Canada,0,2,Friendly,1
2024-03-29,Cape Verde,Switzerland,0,6,Qualifiers,1
2024-04-01,Norway,Haiti,2,0,Qualifiers,1
2024-04-02,Norway,Algeria,1,2,Qualifiers,1
2024-04-02,Austria,Senegal,2,1,FIFA World Cup,1
2024-04-02,Colombia,New Zealand,0,1,Qualifiers,0
2024-04-03,France,Belgium,5,0,Qualifiers,0
2024-04-04,Morocco,Switzerland,5,2,Continental Cup,1
2024-04-04,Netherlands,Belgium,1,0,Friendly,0
2024-04-05,Sweden,Belgium,1,1,Friendly,1
2024-04-05,Colombia,Iran,1,3,Continental Cup,1
2024-04-08,Brazil,Bosnia and Herzegovina,1,1,Qualifiers,1
2024-04-09,Senegal,DR Congo,3,3,Friendly,1
2024-04-09,Czechia,Ghana,3,0,Qualifiers,0
2024-04-09,Belgium,Mexico,0,1,Friendly,1
2024-04-11,Argentina,Canada,3,2,Friendly,0
2024-04-11,Belgium,Iraq,1,1,Friendly,0
2024-04-11,Saudi Arabia,France,1,1,Qualifiers,1
2024-04-13,Croatia,Morocco,1,0,Qualifiers,1
2024-04-14,England,South Korea,4,0,Qualifiers,0
2024-04-15,Iraq,Belgium,1,3,Continental Cup,1
2024-04-16,Brazil,Uzbekistan,1,0,Qualifiers,0
2024-04-17,France,Netherlands,1,1,Qualifiers,1
2024-04-18,Tunisia,Iran,1,5,Qualifiers,1
2024-04-19,Curaçao,Algeria,0,0,Continental Cup,1
2024-04-19,Curaçao,Egypt,4,0,Friendly,1
2024-04-19,Scotland,Uruguay,1,2,Friendly,0
2024-04-21,Belgium,Ecuador,2,0,Friendly,1
2024-04-22,Scotland,Cape Verde,0,2,Qualifiers,1
2024-04-22,Switzerland,Jordan,1,1,Continental Cup,1
2024-04-22,Tunisia,Uzbekistan,1,1,Qualifiers,1
2024-04-22,Japan,Cape Verde,0,0,Friendly,0
2024-04-23,USA,Portugal,0,3,Friendly,1
2024-04-23,Panama,Algeria,1,1,Continental Cup,1
2024-04-23,Tunisia,France,0,3,Qualifiers,1
2024-04-25,Uzbekistan,Türkiye,1,0,Continental Cup,1
2024-04-26,Portugal,Switzerland,4,2,Qualifiers,0
2024-04-26,Japan,Brazil,4,2,Friendly,0
2024-04-30,Egypt,South Africa,3,2,Friendly,1
2024-05-01,Qatar,South Korea,0,1,Qualifiers,1
2024-05-02,Bosnia and Herzegovina,Australia,1,2,Friendly,0
2024-05-03,Scotland,South Africa,1,2,Friendly,1
2024-05-05,Portugal,Belgium,2,2,Qualifiers,1
2024-05-05,Panama,Haiti,4,0,Continental Cup,1
2024-05-07,Brazil,Panama,2,0,Friendly,0
2024-05-09,Paraguay,Ghana,1,1,Friendly,0
2024-05-09,Senegal,Egypt,2,1,Qualifiers,0
2024-05-10,Croatia,Ghana,1,2,Qualifiers,0
2024-05-10,Jordan,Switzerland,1,0,FIFA World Cup,1
2024-05-11,Uzbekistan,Mexico,0,2,Qualifiers,0
2024-05-11,Jordan,New Zealand,1,1,Friendly,1
2024-05-12,Türkiye,South Africa,3,0,Qualifiers,1
2024-05-12,France,Germany,0,0,FIFA World Cup,1
2024-05-14,Haiti,Spain,2,0,Continental Cup,1
2024-05-16,Iraq,Germany,3,1,Friendly,0
2024-05-16,Uruguay,Argentina,2,2,Continental Cup,1
2024-05-17,Iran,Spain,0,1,Friendly,0
2024-05-19,Ghana,Morocco,3,4,Friendly,0
2024-05-20,Colombia,South Africa,1,1,FIFA World Cup,1
2024-05-20,Curaçao,Portugal,1,0,Friendly,1
2024-05-21,Belgium,Czechia,1,2,Qualifiers,1
2024-05-22,Brazil,Haiti,2,1,Continental Cup,1
2024-05-23,Paraguay,England,0,2,Friendly,0
2024-05-24,Egypt,Panama,2,0,Friendly,1
2024-05-27,Norway,Iran,0,1,Friendly,0
2024-05-27,Colombia,Japan,1,0,Qualifiers,1
2024-05-30,Senegal,Colombia,2,4,Continental Cup,1
2024-05-30,Mexico,USA,1,0,Continental Cup,1
2024-06-02,South Africa,Japan,0,3,Qualifiers,1
2024-06-03,Paraguay,Austria,1,1,Qualifiers,0
2024-06-04,Portugal,Qatar,0,0,Friendly,1
2024-06-05,Cape Verde,Czechia,0,2,Friendly,1
2024-06-05,Qatar,Iraq,0,0,Continental Cup,1
2024-06-05,South Africa,Curaçao,1,1,Qualifiers,0
2024-06-07,USA,South Korea,0,1,Friendly,1
2024-06-07,Cape Verde,South Korea,1,1,Friendly,0
2024-06-08,Saudi Arabia,Curaçao,0,1,Friendly,1
2024-06-08,Netherlands,Belgium,1,0,Friendly,1
2024-06-08,Portugal,Switzerland,0,1,Qualifiers,1
2024-06-10,Cape Verde,Tunisia,1,0,Qualifiers,0
2024-06-10,Canada,Algeria,0,2,Friendly,0
2024-06-16,Netherlands,Argentina,0,2,Qualifiers,1
2024-06-16,Saudi Arabia,Paraguay,1,1,Friendly,1
2024-06-16,Ghana,Switzerland,2,2,Continental Cup,1
2024-06-16,Ghana,Croatia,0,1,Friendly,1
2024-06-18,Bosnia and Herzegovina,Colombia,0,2,FIFA World Cup,1
2024-06-19,Senegal,Czechia,3,1,Qualifiers,0
2024-06-19,Argentina,Ghana,2,0,FIFA World Cup,1
2024-06-19,South Africa,France,0,2,Friendly,0
2024-06-20,Canada,Germany,1,1,Friendly,0
2024-06-20,Saudi Arabia,Canada,1,3,Qualifiers,1
2024-06-20,Norway,Scotland,2,1,Qualifiers,0
2024-06-23,Curaçao,Jordan,2,1,Qualifiers,0
2024-06-26,Paraguay,Scotland,1,0,Qualifiers,1
2024-06-27,Netherlands,Panama,1,3,FIFA World Cup,1
2024-06-27,South Africa,Curaçao,0,0,Qualifiers,0
2024-07-01,Ecuador,Tunisia,0,0,Friendly,1
2024-07-02,Mexico,Netherlands,3,0,Friendly,1
2024-07-03,Panama,Croatia,0,4,Friendly,1
2024-07-04,Colombia,New Zealand,1,3,Qualifiers,1
2024-07-04,South Africa,Haiti,4,2,Continental Cup,1
2024-07-06,Saudi Arabia,Norway,4,0,Friendly,1
2024-07-07,Bosnia and Herzegovina,Norway,2,0,Friendly,0
2024-07-09,England,Argentina,0,0,Friendly,1
2024-07-09,Canada,Switzerland,1,1,Continental Cup,1
2024-07-09,Jordan,Switzerland,1,0,Continental Cup,1
2024-07-09,Japan,Australia,2,0,Friendly,1
2024-07-12,Iran,Croatia,3,3,Qualifiers,0
2024-07-13,Norway,Japan,1,2,Friendly,1
2024-07-13,Brazil,Netherlands,1,2,Continental Cup,1
2024-07-13,Mexico,Senegal,0,1,Continental Cup,1
2024-07-13,Croatia,Curaçao,0,1,Qualifiers,1
2024-07-14,Switzerland,Mexico,2,0,Continental Cup,1
2024-07-14,Uzbekistan,Scotland,0,0,Qualifiers,0
2024-07-15,Colombia,Haiti,0,0,Continental Cup,1
2024-07-15,Netherlands,Mexico,3,2,Continental Cup,1
2024-07-15,Curaçao,Algeria,4,4,FIFA World Cup,1
2024-07-15,Iran,Iraq,3,1,Qualifiers,0
2024-07-15,New Zealand,Argentina,0,1,Qualifiers,0
2024-07-16,Belgium,Colombia,2,2,Friendly,0
2024-07-17,Japan,South Africa,2,2,Continental Cup,1
2024-07-18,Saudi Arabia,Panama,1,0,Qualifiers,1
2024-07-18,Jordan,Canada,1,2,Friendly,1
2024-07-19,Uruguay,Jordan,1,0,Friendly,1
2024-07-19,Iran,Paraguay,2,2,FIFA World Cup,1
2024-07-20,France,Paraguay,6,2,Qualifiers,0
2024-07-20,Sweden,Tunisia,2,1,Qualifiers,1
2024-07-20,South Korea,Argentina,1,0,Continental Cup,1
2024-07-21,Jordan,England,0,1,Qualifiers,0
2024-07-21,Brazil,Belgium,2,0,Friendly,1
2024-07-21,Saudi Arabia,South Korea,2,2,Qualifiers,1
2024-07-22,New Zealand,Canada,2,1,Continental Cup,1
2024-07-23,USA,Iraq,0,0,Continental Cup,1
2024-07-23,England,Argentina,2,0,Continental Cup,1
2024-07-25,Senegal,Ghana,2,1,Continental Cup,1
2024-07-25,Senegal,DR Congo,2,1,Friendly,0
2024-07-26,Switzerland,Norway,0,1,Friendly,1
2024-07-26,France,Ecuador,2,0,Qualifiers,1
2024-07-27,Algeria,Türkiye,2,0,Qualifiers,1
2024-07-27,Qatar,Ecuador,1,1,Qualifiers,0
2024-07-27,Austria,Egypt,2,0,Continental Cup,1
2024-07-29,Ivory Coast,Ecuador,1,2,Friendly,0
2024-07-30,Czechia,Curaçao,3,2,Friendly,0
2024-07-30,Qatar,Brazil,2,3,Friendly,0
2024-07-30,Iraq,Argentina,0,1,Friendly,0
2024-07-31,Brazil,Argentina,3,0,Continental Cup,1
2024-08-01,Iran,Morocco,2,3,Continental Cup,1
2024-08-01,Panama,France,2,2,Qualifiers,1
2024-08-04,Austria,Scotland,3,0,Qualifiers,1
2024-08-05,Iraq,Uruguay,3,2,Qualifiers,0
2024-08-07,Austria,Norway,1,2,Friendly,1
2024-08-09,Netherlands,Australia,2,2,Qualifiers,1
2024-08-10,Cape Verde,Germany,1,1,Friendly,0
2024-08-14,Iran,Austria,4,1,Continental Cup,1
2024-08-18,Türkiye,Scotland,2,0,Qualifiers,0
2024-08-19,Switzerland,New Zealand,2,2,FIFA World Cup,1
2024-08-19,Jordan,Bosnia and Herzegovina,1,1,Friendly,0
2024-08-20,Germany,Türkiye,1,0,Continental Cup,1
2024-08-20,Paraguay,Colombia,1,0,Friendly,1
2024-08-21,Spain,Tunisia,2,0,Qualifiers,1
2024-08-22,Canada,Scotland,2,1,Friendly,1
2024-08-22,Algeria,DR Congo,0,1,Qualifiers,0
2024-08-23,Jordan,Curaçao,0,0,Friendly,1
2024-08-27,Egypt,Senegal,1,2,Continental Cup,1
2024-08-28,Portugal,Ghana,3,2,Qualifiers,0
2024-08-29,Saudi Arabia,Morocco,1,2,Qualifiers,1
2024-08-29,Germany,Canada,2,1,Qualifiers,1
2024-08-29,Australia,Uruguay,2,0,Friendly,0
2024-08-30,Senegal,Panama,1,2,Qualifiers,0
2024-08-31,Canada,England,0,3,Continental Cup,1
